ID,latitude,longitude,source,title,PMID,DOI,locality
56,12.1122222,-8.3322222,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
57,12.0913889,-8.335,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
58,11.0719444,-6.0269444,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
59,10.9936111,-7.4372222,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
60,10.9175,-7.4058333,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
61,10.8855556,-7.3822222,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
62,10.5891667,-7.1558333,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
65,10.6163889,-7.1583333,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
67,10.5238889,-7.2480556,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
69,10.3830556,-7.1516667,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
70,10.3972222,-7.2591667,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
71,10.6916667,-7.3647222,Litterature,Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali,24340119,10.1371/journal.pntd.0002582,
72,9.835733,8.918184,Litterature,Recent isolations of Lassa virus from Nigerian rodents,1085216,,Du (Nigeria)
73,9.149141,9.798536,Litterature,Recent isolations of Lassa virus from Nigerian rodents,1085216,,Langtang (Nigeria)
75,9.927603,8.901787,Litterature,Recent isolations of Lassa virus from Nigerian rodents,1085216,,Rukuba (Nigeria)
78,9.849674,8.683458,Litterature,Recent isolations of Lassa virus from Nigerian rodents,1085216,,Miango (Nigeria)
80,9.735649,8.805924,Litterature,Recent isolations of Lassa virus from Nigerian rodents,1085216,,Vom (Nigeria)
86,10.61285,12.19458,Litterature,Recent isolations of Lassa virus from Nigerian rodents,1085216,,Biu (Nigeria)
89,7.6833333,4.6166667,Litterature,New Hosts of The Lassa Virus,27140942,10.1038/srep25282,
91,7.6333333,8.4,Litterature,New Hosts of The Lassa Virus,27140942,10.1038/srep25282,
96,6.1283333,4.8925,Litterature,Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Côte d'Ivoire: implications for evolution of arenaviruses in Africa,21695269,10.1038/srep25289,
98,6.7941667,7.2958333,Litterature,Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Côte d'Ivoire: implications for evolution of arenaviruses in Africa,21695269,10.1038/srep25289,
99,5.8091667,5.4980556,Litterature,Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Côte d'Ivoire: implications for evolution of arenaviruses in Africa,21695269,10.1038/srep25289,
100,7.0711111,3.1283333,Litterature,Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Côte d'Ivoire: implications for evolution of arenaviruses in Africa,21695269,10.1038/srep25289,
102,6.1841667,6.07,Litterature,Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Côte d'Ivoire: implications for evolution of arenaviruses in Africa,21695269,10.1038/srep25289,
103,8.1713889,2.6102778,Litterature,Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Côte d'Ivoire: implications for evolution of arenaviruses in Africa,21695269,10.1038/srep25289,
104,6.7458333,3.3683333,Litterature,Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Côte d'Ivoire: implications for evolution of arenaviruses in Africa,21695269,10.1038/srep25289,
105,6.78,-7.3,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
106,7.7144444,-9.2683333,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
107,8.0869444,-8.9138889,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
108,8.4936111,-10.4447222,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
110,10.0505024,-10.587824,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
114,10.0005556,-10.9727778,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
116,10.174464,-11.228871,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
117,11.414086,-12.314101,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
118,11.422052,-12.357379,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
119,11.932493,-12.08329,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
120,9.886289,-9.040097,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
121,9.313825,-13.006225,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
122,8.6136111,-9.4741667,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
123,9.419531,-10.504874,Litterature,The impact of human conflict on the genetics of Mastomys natalensis and Lassa virus in West Africa,22615894,10.1371/journal.pone.0037068.,
142,10.049722,-12.854167,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Tafory (Guinea)
147,9.8666667,-12.4333333,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Madina Oula (Guinea)
148,9.889773,-12.462182,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Kagbele (Guinea)
151,9.716666,-10.883247,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Songoya (Guinea)
152,8.764354,10.107727,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Keredou (Guinea)
153,9,-9.95,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Boue (Guinea)
154,8.554178,-10.143499,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Bawa (Guinea)
155,8.548081,-9.987993,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Lorlu (Guinea)
156,8.543642,-9.954843,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Tekoulo (Guinea)
157,8.491514,-10.592433,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Fangamandou (Guinea)
158,8.482696,-10.40777,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Ow-Jiba (Guinea)
159,8.516618,-10.333321,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Nongowa (Guinea)
160,7.7162461,-9.269558,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Bamakama (Guinea)
161,7.667356,-9.293223,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Komou (Guinea)
162,7.643482,-9.269884,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Waita (Guinea)
163,7.648638,-8.506151,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Bossou (Guinea)
164,7.596216,-8.500757,Litterature,Lassa fever in Guinea: II. Distribution and prevalence of Lassa virus infection in small mammals,12653128,10.1089/15303660160025912,Thuo (Guinea)
166,9.895558,8.858098,Litterature,"Lassa fever. Epidemiological aspects of the 1970 epidemic, Jos, Nigeria",5046380,10.1016/0035-9203(72)90271-4,Jos (Nigeria)
167,8.663256,-11.059101,Litterature,Lassa virus isolation from Mastomys natalensis rodents during an epidemic in Sierra Leone,4833828,10.1126/science.185.4147.263,Tongo (Sierra Leone)
204,0.1443,34.3468,Litterature,Prevalence and diversity of small mammal-associated Bartonella species in rural and urban Kenya,25781015,10.1371/journal.pntd.0003608,
211,9.6452778,-8.9455556,Litterature,Lassa serology in natural populations of rodents and horizontal transmission,25229705,10.1089/vbz.2006.0526,
212,11.0836111,-12.2975,Litterature,Lassa serology in natural populations of rodents and horizontal transmission,25229705,10.1089/vbz.2006.0526,
217,10.4958333,-9.01777783,Litterature,Lassa serology in natural populations of rodents and horizontal transmission,25229705,10.1089/vbz.2006.0526,
220,12.2994444,-8.7747222,Litterature,Lassa serology in natural populations of rodents and horizontal transmission,25229705,10.1089/vbz.2006.0526,
222,11.5116667,-9.01,Litterature,Lassa serology in natural populations of rodents and horizontal transmission,25229705,10.1089/vbz.2006.0526,
224,6.14163,6.74969,Litterature,Determination of the Presence and Spatial Prediction of Mastomys Rodents in a Lassa fever Endemic Zone of Nigeria,,,
225,6.07736,6.73956,Litterature,Determination of the Presence and Spatial Prediction of Mastomys Rodents in a Lassa fever Endemic Zone of Nigeria,,,
226,6.17366,6.59218,Litterature,Determination of the Presence and Spatial Prediction of Mastomys Rodents in a Lassa fever Endemic Zone of Nigeria,,,
227,6.23966,6.64505,Litterature,Determination of the Presence and Spatial Prediction of Mastomys Rodents in a Lassa fever Endemic Zone of Nigeria,,,
228,6.22307,6.4979,Litterature,Determination of the Presence and Spatial Prediction of Mastomys Rodents in a Lassa fever Endemic Zone of Nigeria,,,
229,6.23039,6.60725,Litterature,Determination of the Presence and Spatial Prediction of Mastomys Rodents in a Lassa fever Endemic Zone of Nigeria,,,
230,-6.848962784,37.64169836,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
231,-6.844144313,37.65331457,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
232,-6.174831826,37.13363199,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
233,-6.611110724,37.59784192,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
234,-6.449211583,37.53447237,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
235,-6.29191771,37.18823567,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
236,-6.384183923,37.35332313,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
237,-6.643709966,38.3313202,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
238,-6.667393612,38.37955415,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
239,-6.776719915,37.84445813,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
240,-6.631908473,38.17921414,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
241,-6.661429477,38.03418683,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
242,10.79747,35.16738,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
243,-5.74065,34.40967,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
244,-3.6375,33.41723,Litterature,Genetic distinction between contiguous urban and rural multimammate mice in Tanzania despite gene flow,,10.1111/jeb.12919.,
246,10.2581667,-2.626,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
247,9.547,-1.6325,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
248,10.395,-0.366,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
249,8.3471667,-0.3458333,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
250,7.1226667,-2.3276667,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
252,6.4495,-0.8518333,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
253,10.6193333,-1.4218333,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
254,7.9685,-1.6631667,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
255,7.6741667,-0.633,Litterature,"Two novel arenaviruses detected in pygmy mice, Ghana",24188212,10.3201/eid1911.121491.,
256,6.176,-1.792666,Litterature,Rodent-borne infections in rural Ghanaian farming communities,,10.1371/journal.pone.0215224,
265,13.54401,2.1357,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
266,13.53742,2.11331,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
267,13.50222,2.11235,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
268,13.53571,2.07399,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
269,13.51204,2.09884,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
270,13.54624,2.09594,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
271,13.49392,2.12501,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
272,13.49792,2.12705,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
273,13.4897,2.10232,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
274,13.47908,2.11402,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
275,13.48473,2.12775,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
276,13.49397,2.1117,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
277,13.49366,2.0965,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
278,13.49143,2.08843,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
279,13.49316,2.09262,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
280,13.48022,2.09984,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
281,13.58922,2.10928,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
282,13.55207,2.05424,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
283,13.56106,2.04155,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
284,13.50696,2.07653,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
285,13.51396,2.10997,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
286,13.48536,2.10164,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
287,13.54157,2.0895,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
288,13.52893,2.17587,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
289,13.52081,2.15193,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
290,13.52358,2.14766,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
291,13.49539,2.07916,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
292,13.58936,2.10137,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
293,13.5182,2.14351,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
294,13.5274,2.08175,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
295,13.52891,2.08186,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
296,13.53435,2.08208,Litterature,"Spatial segregation between invasive and native commensal rodents in an urban environment: a case study in Niamey, Niger",25379785,10.1371/journal.pone.0110666.,
297,12.5386111,-12.3102778,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
298,12.7669444,-12.24,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
299,12.8238889,-11.8725,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
300,13.2627778,-12.1033333,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
301,12.7077778,-11.9677778,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
302,12.5530556,-12.2030556,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
303,12.5563889,-12.1713889,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
304,12.8566667,-12.3511111,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
305,12.5180556,-12.4336111,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
306,12.6336111,-12.2430556,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
