segment_S,accession_S,country,admin1,location,latitude,longitude
AF182261|las806828|Human|GIN|1981,AF182261,GIN,,,NA,NA
AF182265|las807998|Human|Guinea|1997,AF182265,GIN,Nzerekore,Nzerekore,7.758615,-8.815928
AF182267|las807992|Human|Guinea|1997,AF182267,GIN,Faranah,Kissidougou,9.192085,-10.113945
AF182269|las807868|Human|Guinea|1996,AF182269,GIN,Faranah,Faranah,10.045385,-10.750165
AF182270|las808255|Mouse|Guinea|1996,AF182270,GIN,Faranah,Faranah,10.045385,-10.750165
AF182272|las9608911|Human|Nigeria|1996,AF182272,NGA,Plateau,Jos,9.916667,8.890278
AF333969|CSF|Human|NIG|2000-03-28,AF333969,NGA,Plateau,Jos,9.916667,8.890278
PB1_NGA-Plateau_Jos_Hs_1982-01,AJ969405,NGA,Plateau,Jos,9.916667,8.890278
AY179173|NL|Human|Sierra_Leone|2000-07,AY179173,SLE,,,NA,NA
AY628205|Z148|?|LIB|1981,AY628205,LIB,,,NA,NA
AY628206|Weller|?|NIG|1981,AY628206,NGA,,,NA,NA
DQ832667|GB129|Mouse|Guinea|2003,DQ832667,GIN,Faranah,Gbetaya,9.841017,-11.04015
DQ832668|GB132|Mouse|Guinea|2003,DQ832668,GIN,Faranah,Gbetaya,9.841017,-11.04015
DQ832669|BA263|Mouse|Guinea|2003,DQ832669,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832671|BA302|Mouse|Guinea|2003,DQ832671,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832672|BA350|Mouse|Guinea|2003,DQ832672,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832674|BA356|Mouse|Guinea|2003,DQ832674,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832676|BA375|Mouse|Guinea|2003,DQ832676,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832678|BA378|Mouse|Guinea|2003,DQ832678,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832682|TA416|Mouse|Guinea|2003,DQ832682,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832683|TA341|Mouse|Guinea|2003,DQ832683,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832684|TA444|Mouse|Guinea|2003,DQ832684,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832686|TA464|Mouse|Guinea|2003,DQ832686,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832689|TA817|Mouse|Guinea|2004,DQ832689,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832690|TA820|Mouse|Guinea|2004,DQ832690,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832692|DGD4|Mouse|Guinea|2005,DQ832692,GIN,Gueckedou,Denguedou,8.338811,-10.543925
DQ832694|DGD28|Mouse|Guinea|2005,DQ832694,GIN,Gueckedou,Denguedou,8.338811,-10.543925
FJ824031|Soromba|Human|MLI|2009-02-17,FJ824031,MLI,,Soromba,10.5891,-7.1558
GA391_NGA-Kaduna_Zaria_Hs_1977-11,GA391_NGA-Kaduna_Zaria_Hs_1977-11,NGA,Kaduna,Zaria,11.08477,7.68839
GU481064|Nig08-02|Human|Nigeria|2008-01-02,GU481064,NGA,Federal Capital Territory,Abuja,9.050211,7.396413
GU481074|Nig08_A37|Human|Nigeria|2008-02,GU481074,NGA,Edo,Irrua,6.738429,6.221953
GU481076|Nig08_A41|Human|Nigeria|2008-02,GU481076,NGA,Edo,Irrua,6.738429,6.221953
GU481078|Nig08_A47|Human|Nigeria|2008-02,GU481078,NGA,Edo,Uromi,6.712259,6.329005
GU573547|Soromba_R240|Mouse|Mali|2009,GU573547,MLI,,Soromba,10.5891,-7.1558
GU573551|Soromba_R245|Mouse|Mali|2009,GU573551,MLI,,Soromba,10.5891,-7.1558
GU830812|Lib04-2739|Human|LIB|2004,GU830812,LBR,,,NA,NA
GU830814|Lib05-406/90|Human|LIB|2005,GU830814,LBR,,,NA,NA
GU830815|Lib05-1580/121|Human|LIB|2005,GU830815,LBR,,,NA,NA
GU830816|Lib05-2096/127|Human|LIB|2005,GU830816,LBR,,,NA,NA
GU830817|Lib05-2406/129|Human|LIB|2005,GU830817,LBR,,,NA,NA
GU830818|Lib05-3800|Human|LIB|2005,GU830818,LBR,,,NA,NA
GU830819|Lib05-4094|Human|LIB|2005,GU830819,LBR,,,NA,NA
GU830820|Lib06-120|Human|LIB|2006,GU830820,LBR,,,NA,NA
GU830821|Lib06-174|Human|LIB|2006,GU830821,LBR,,,NA,NA
GU830822|Lib06-295|Human|LIB|2006,GU830822,LBR,,,NA,NA
GU830823|Lib06-383|Human|LIB|2006,GU830823,LBR,,,NA,NA
GU830824|Lib06-1099|Human|Liberia|2006,GU830824,LBR,,,NA,NA
GU830825|Lib06-1101|Human|Liberia|2006,GU830825,LBR,,,NA,NA
GU830826|Lib06-1826|Human|LIB|2006,GU830826,LBR,,,NA,NA
GU830827|Lib06-2442|Human|LIB|2006,GU830827,LBR,,,NA,NA
GU830828|Lib07-29|Human|LIB|2007,GU830828,LBR,,,NA,NA
GU830829|Lib07-30|Human|LIB|2007,GU830829,LBR,,,NA,NA
GU830830|Lib07-54|Human|LIB|2007,GU830830,LBR,,,NA,NA
GU830831|Lib07-55|Human|LIB|2007,GU830831,LBR,,,NA,NA
GU830832|Lib07-56|Human|LIB|2007,GU830832,LBR,,,NA,NA
GU830833|Lib07-206|Human|LIB|2007,GU830833,LBR,,,NA,NA
GU830834|Lib07-444|Human|LIB|2007,GU830834,LBR,,,NA,NA
GU830835|Lib07-515|Human|LIB|2007,GU830835,LBR,,,NA,NA
GU830836|Lib07-612|Human|LIB|2007,GU830836,LBR,,,NA,NA
GU830837|Lib07-624|Human|LIB|2007,GU830837,LBR,,,NA,NA
GU979508|SL06-2057|Human|SLE|2006,GU979508,SLE,,,NA,NA
KF478766|Bamba_R114|Mouse|Mali|2012-03,KF478766,MLI,,Bamba,10.3831,-7.1517
KF478767|Komina_R16|Mouse|Mali|2012-03-03,KF478767,MLI,,Komina,10.6164,-7.1583
KF478768|Ouoma-R123|Mn|NGA|2012-03,KF478768,MLI,,Ouoma,10.397222,-7.259167
KF478769|Soromba-R30|Mn|NGA|2012-03-03,KF478769,MLI,,Soromba,10.5891,-7.1558
KM406538|LM0396|Mastomys_natalensis|SierraLeone|2009-07-22,KM406538,SLE,Kenema,Ngiehun,8.18,-11.08
KM406540|LM0513|Mastomys_natalensis|SierraLeone|2009-08-01,KM406540,SLE,Kenema,Saama,8.28,-11.01
KM406543|LM0619|Mastomys_natalensis|SierraLeone|2009-08-08,KM406543,SLE,Bo,Barlie,8.02,-11.58
KM406554|LM0729|Mastomys_natalensis|SierraLeone|2009-08-15,KM406554,SLE,Kenema,Yawei,7.82,-10.95
KM821773|G502_SLE_2009|Human|Sierra_Leone|2009-04-29,KM821773,SLE,Kenema,Kenema,7.862212,-11.196247
KM821775|G503_SLE_2009|Human|Sierra_Leone|2009-04-30,KM821775,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821777|G610_SLE_2009|Human|Sierra_Leone|2009-08-28,KM821777,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821779|G636_SLE_2009|Human|Sierra_Leone|2009-10-09,KM821779,SLE,Kenema,Kono Gorama,8.38727,-11.0879
KM821783|G692_SLE_2009|Human|Sierra_Leone|2009-12-31,KM821783,SLE,Kenema,,NA,NA
KM821787|G733_SLE_2010|Human|Sierra_Leone|2010-01-17,KM821787,SLE,Kenema,Panguma,8.184479,-11.134313
KM821790|G806_SLE_2010|Human|Sierra_Leone|2010-02-26,KM821790,SLE,Kenema,Panguma,8.184479,-11.134313
KM821792|G808_SLE_2010|Human|Sierra_Leone|2010-02-27,KM821792,SLE,Kenema,Panguma,8.184479,-11.134313
KM821794|G1180_SLE_2010|Human|Sierra_Leone|2010-09-02,KM821794,SLE,Kenema,Melegohun,NA,NA
KM821796|G1190_SLE_2010|Human|Sierra_Leone|2010-09-09,KM821796,SLE,Kenema,Melegohun,NA,NA
KM821798|G1200_LIB_2010|Human|Liberia|2010,KM821798,LBR,,,NA,NA
KM821800|G1442_SLE_2011|Human|Sierra_Leone|2011-01-20,KM821800,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821802|G1529_SLE_2011|Human|Sierra_Leone|2011-03-02,KM821802,SLE,Bo,Gondama,7.86688,-11.70931
KM821804|G1618_SLE_2011|Human|Sierra_Leone|2011-03-26,KM821804,SLE,Kailahun,Segbwema,7.997399,-10.950236
KM821806|G1646_SLE_2011|Human|Sierra_Leone|2011-04-13,KM821806,SLE,Kenema,Daabu,NA,NA
KM821808|G1647_SLE_2011|Human|Sierra_Leone|2011-04-15,KM821808,SLE,Kenema,Kenema,7.862212,-11.196247
KM821810|G1727_SLE_2011|Human|Sierra_Leone|2011-05-31,KM821810,SLE,Kenema,Lalehun,NA,NA
KM821812|G1774_SLE_2011|Human|Sierra_Leone|2011-06-11,KM821812,SLE,Kenema,Largo,8.05,-11.11
KM821814|G1792_SLE_2011|Human|Sierra_Leone|2011-06-17,KM821814,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821815|G1897_SLE_2011|Human|Sierra_Leone|2011-07-27,KM821815,SLE,Kenema,Segbwema,7.997399,-10.950236
KM821816|G1932_SLE_2011|Human|Sierra_Leone|2011-08-24,KM821816,SLE,Bo,Gondama,7.86688,-11.70931
KM821818|G1959_SLE_2011|Human|Sierra_Leone|2011-09-09,KM821818,SLE,Kenema,Kenema,7.862212,-11.196247
KM821820|G1960_SLE_2011|Human|Sierra_Leone|2011-09-11,KM821820,SLE,Kenema,Tongo Field,NA,NA
KM821822|G2141_SLE_2011|Human|Sierra_Leone|2011-11-11,KM821822,SLE,Kenema,Ngomba Wandoh,NA,NA
KM821824|G2147_SLE_2011|Human|Sierra_Leone|2011-11-16,KM821824,SLE,Kenema,Tongo Tongola old town,8.21154,-11.05124
KM821826|G2165_SLE_2011|Human|Sierra_Leone|2011-11-18,KM821826,SLE,Kenema,Panguma,8.184479,-11.134313
KM821828|G2184_SLE_2011|Human|Sierra_Leone|2011-11-26,KM821828,SLE,Bo,Gondama,7.86688,-11.70931
KM821830|G2197_SLE_2011|Human|Sierra_Leone|2011-12-04,KM821830,SLE,Kenema,Panguma,8.184479,-11.134313
KM821832|G2222_SLE_2011|Human|Sierra_Leone|2011-12-19,KM821832,SLE,Kenema,Largo,8.05,-11.11
KM821833|G2230_SLE_2012|Human|Sierra_Leone|2011-12-29,KM821833,SLE,Bo,Gondama,7.86688,-11.70931
KM821835|G2259_SLE_2012|Human|Sierra_Leone|2012-01-16,KM821835,SLE,Bo,Gondama,7.86688,-11.70931
KM821837|G2263_SLE_2012|Human|Sierra_Leone|2012-01-17,KM821837,SLE,Kailahun,Borbohun,NA,NA
KM821839|G2280_SLE_2012|Human|Sierra_Leone|2012-01-23,KM821839,SLE,Kenema,Pegama,8.116599,-11.174797
KM821843|G2315_SLE_2012|Human|Sierra_Leone|2012-02-10,KM821843,SLE,Kenema,Panguma,8.184479,-11.134313
KM821845|G2318_SLE_2012|Human|Sierra_Leone|2012-02-12,KM821845,SLE,Kenema,Ngiehun,8.18,-11.08
KM821847|G2363_SLE_2012|Human|Sierra_Leone|2012-02-27,KM821847,SLE,Bo,Gondama,7.86688,-11.70931
KM821848|G2384_SLE_2012|Human|Sierra_Leone|2012-03-09,KM821848,SLE,Kailahun,Segbwema,7.997399,-10.950236
KM821850|G2392_SLE_2012|Human|Sierra_Leone|2012-03-14,KM821850,SLE,Kenema,Patama,NA,NA
KM821852|G2405_SLE_2012|Human|Sierra_Leone|2012-03-27,KM821852,SLE,Kenema,Kenema,7.862212,-11.196247
KM821854|G2427_SLE_2012|Human|Sierra_Leone|2012-03-31,KM821854,SLE,Kenema,Nekabu,7.925974,-11.054267
KM821856|G2431_SLE_2012|Human|Sierra_Leone|2012-04-02,KM821856,SLE,Bo,Gondama,7.86688,-11.70931
KM821857|G2511_SLE_2012|Human|Sierra_Leone|2012-05-18,KM821857,SLE,Kenema,Kamboma,8.356385,-11.433121
KM821859|G2554_SLE_2012|Human|Sierra_Leone|2012-06-24,KM821859,SLE,Kenema,Kenema,7.862212,-11.196247
KM821861|G2557_SLE_2012|Human|Sierra_Leone|2012-06-26,KM821861,SLE,Bo,Taninahun Malin,7.891162,-12.086255
KM821863|G2565_SLE_2012|Human|Sierra_Leone|2012-07-02,KM821863,SLE,Kenema,Tongo Field,NA,NA
KM821867|G2612_SLE_2012|Human|Sierra_Leone|2012-07-23,KM821867,SLE,Kenema,Kenema,7.862212,-11.196247
KM821869|G2615_SLE_2012|Human|Sierra_Leone|2012-07-24,KM821869,SLE,Bo,Gondama,7.86688,-11.70931
KM821871|G2723_SLE_2012|Human|Sierra_Leone|2012-08-21,KM821871,SLE,Bo,Gondama,7.86688,-11.70931
KM821872|G2789_SLE_2012|Human|Sierra_Leone|2012-09-08,KM821872,SLE,,,NA,NA
KM821874|G2868_SLE_2012|Human|Sierra_Leone|2012-10-08,KM821874,SLE,Kenema,Kpetema-Brewaya,8.355083,-11.324278
KM821876|G2903_SLE_2012|Human|Sierra_Leone|2012-10-30,KM821876,SLE,Bo,Gondama,7.86688,-11.70931
KM821877|G2906_SLE_2012|Human|Sierra_Leone|2012-11-03,KM821877,SLE,Kenema,Kenema,7.862212,-11.196247
KM821878|G2934_SLE_2012|Human|Sierra_Leone|2012-11-27,KM821878,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821880|G2944_SLE_2012|Human|Sierra_Leone|2012-12-05,KM821880,SLE,Kenema,Seleima,NA,NA
KM821882|G3010_SLE_2013|Human|Sierra_Leone|2013-02-05,KM821882,SLE,Kenema,Nyadeyama,8.3188107,-11.3151104
KM821884|G3016_SLE_2013|Human|Sierra_Leone|2013-02-14,KM821884,SLE,Kenema,Panguma,8.184479,-11.134313
KM821885|G3034_SLE_2013|Human|Sierra_Leone|2013-02-27,KM821885,SLE,Bo,Bo,7.954896,-11.740823
KM821886|G3076_SLE_2013|Human|Sierra_Leone|2013-04-15,KM821886,SLE,Kenema,Panguma,8.184479,-11.134313
KM821887|G3101_SLE_2013|Human|Sierra_Leone|2013-05-11,KM821887,SLE,Kenema,Gbado,8.007853,-11.278946
KM821890|G3110_SLE_2013|Human|Sierra_Leone|2013,KM821890,SLE,Bombali,Makeni,8.87184,-12.038183
KM821892|G3148_SLE_2013|Human|Sierra_Leone|2013-06-01,KM821892,SLE,Kenema,Panguma,8.184479,-11.134313
KM821894|G3151_SLE_2013|Human|Sierra_Leone|2013-06-05,KM821894,SLE,Kenema,Kebawana,7.65,-11.133333
KM821895|G3157_SLE_2013|Human|Sierra_Leone|2013-06-11,KM821895,SLE,Kenema,Jamboma,NA,NA
KM821899|G3206_SLE_2013|Human|Sierra_Leone|2013-07-01,KM821899,SLE,Kenema,Panguma,8.184479,-11.134313
KM821902|G3229_SLE_2013|Human|Sierra_Leone|2013-07-13,KM821902,SLE,Kenema,Kenema,7.862212,-11.196247
KM821904|G3234_SLE_2013|Human|Sierra_Leone|2013-07-15,KM821904,SLE,Bo,Upper Saama,7.666711,-11.859363
KM821909|G3278_SLE_2013|Human|Sierra_Leone|2013-08-02,KM821909,SLE,Bo,Torpkoi Town,7.9538763,-11.7132483
KM821910|G3283_SLE_2013|Human|Sierra_Leone|2013-08-05,KM821910,SLE,Kenema,Kenema,7.862212,-11.196247
KM821912|ISTH0009_NIG_2011|Human|Nigeria|2011,KM821912,NGA,,,NA,NA
KM821914|ISTH0012_NIG_2011|Human|Nigeria|2011,KM821914,NGA,,,NA,NA
KM821916|ISTH0047_NIG_2011|Human|Nigeria|2011,KM821916,NGA,,,NA,NA
KM821918|ISTH0073_NIG_2011|Human|Nigeria|2011,KM821918,NGA,,,NA,NA
KM821920|ISTH0230_NIG_2011|Human|Nigeria|2011,KM821920,NGA,,,NA,NA
KM821922|ISTH0531_NIG_2011|Human|Nigeria|2011,KM821922,NGA,,,NA,NA
KM821924|ISTH0595_NIG_2011|Human|Nigeria|2011,KM821924,NGA,,,NA,NA
KM821925|ISTH0964_NIG_2011|Human|Nigeria|2011,KM821925,NGA,,,NA,NA
KM821927|ISTH1003_NIG_2011|Human|Nigeria|2011,KM821927,NGA,,,NA,NA
KM821929|ISTH1038_NIG_2011|Human|Nigeria|2011,KM821929,NGA,,,NA,NA
KM821931|ISTH1048_NIG_2011|Human|Nigeria|2011,KM821931,NGA,,,NA,NA
KM821933|ISTH1058_NIG_2011|Human|Nigeria|2011,KM821933,NGA,,,NA,NA
KM821935|ISTH1064_NIG_2011|Human|Nigeria|2011,KM821935,NGA,,,NA,NA
KM821937|ISTH1069_NIG_2011|Human|Nigeria|2011,KM821937,NGA,,,NA,NA
KM821939|ISTH1096_NIG_2012|Human|Nigeria|2012,KM821939,NGA,,,NA,NA
KM821941|ISTH1107_NIG_2012|Human|Nigeria|2012,KM821941,NGA,,,NA,NA
KM821943|ISTH1111_NIG_2011|Human|Nigeria|2011,KM821943,NGA,,,NA,NA
KM821945|ISTH1121_NIG_2012|Human|Nigeria|2012,KM821945,NGA,,,NA,NA
KM821947|ISTH1129_NIG_2012|Human|Nigeria|2012,KM821947,NGA,,,NA,NA
KM821949|ISTH1137_NIG_2011|Human|Nigeria|2011,KM821949,NGA,,,NA,NA
KM821951|ISTH2010_NIG_2012|Human|Nigeria|2012,KM821951,NGA,,,NA,NA
KM821953|ISTH2016_NIG_2012|Human|Nigeria|2012,KM821953,NGA,,,NA,NA
KM821955|ISTH2020_NIG_2012|Human|Nigeria|2012,KM821955,NGA,,,NA,NA
KM821957|ISTH2025_NIG_2012|Human|Nigeria|2012,KM821957,NGA,,,NA,NA
KM821959|ISTH2031_NIG_2012|Human|Nigeria|2012,KM821959,NGA,,,NA,NA
KM821961|ISTH2037_NIG_2012|Human|Nigeria|2012,KM821961,NGA,,,NA,NA
KM821963|ISTH2042_NIG_2012|Human|Nigeria|2012,KM821963,NGA,,,NA,NA
KM821965|ISTH2046_NIG_2012|Human|Nigeria|2012,KM821965,NGA,,,NA,NA
KM821967|ISTH2050_NIG_2012|Human|Nigeria|2012,KM821967,NGA,,,NA,NA
KM821969|ISTH2057_NIG_2012|Human|Nigeria|2012,KM821969,NGA,,,NA,NA
KM821971|ISTH2061_NIG_2012|Human|Nigeria|2012,KM821971,NGA,,,NA,NA
KM821972|ISTH2064_NIG_2012|Human|Nigeria|2012,KM821972,NGA,,,NA,NA
KM821979|ISTH2094_NIG_2012|Human|Nigeria|2012,KM821979,NGA,,,NA,NA
KM821980|ISTH2121_NIG_2012|Human|Nigeria|2012,KM821980,NGA,,,NA,NA
KM821982|ISTH2129_NIG_2012|Human|Nigeria|2012,KM821982,NGA,,,NA,NA
KM821984|ISTH2217_NIG_2012|Human|Nigeria|2012,KM821984,NGA,,,NA,NA
KM821986|ISTH2271_NIG_2012|Human|Nigeria|2012,KM821986,NGA,,,NA,NA
KM821988|ISTH2304_NIG_2012|Human|Nigeria|2012,KM821988,NGA,,,NA,NA
KM821990|ISTH2312_NIG_2012|Human|Nigeria|2012,KM821990,NGA,,,NA,NA
KM821992|ISTH2316_NIG_2012|Human|Nigeria|2012,KM821992,NGA,,,NA,NA
KM821994|ISTH2334_NIG_2012|Human|Nigeria|2012,KM821994,NGA,,,NA,NA
KM821996|ISTH2358_NIG_2012|Human|Nigeria|2012,KM821996,NGA,,,NA,NA
KM821998|ISTH2376_NIG_2012|Human|Nigeria|2012,KM821998,NGA,,,NA,NA
KM822000|LASV003_NIG_2008|Human|Nigeria|2008,KM822000,NGA,,,NA,NA
KM822002|LASV006_NIG_2008|Human|Nigeria|2008,KM822002,NGA,,,NA,NA
KM822004|LASV035_NIG_2009|Human|Nigeria|2009,KM822004,NGA,,,NA,NA
KM822006|LASV042_NIG_2009|Human|Nigeria|2009,KM822006,NGA,,,NA,NA
KM822008|LASV045_NIG_2009|Human|Nigeria|2009,KM822008,NGA,,,NA,NA
KM822010|LASV046_NIG_2009|Human|Nigeria|2009,KM822010,NGA,,,NA,NA
KM822012|LASV049_NIG_2009|Human|Nigeria|2009,KM822012,NGA,,,NA,NA
KM822014|LASV052_NIG_2008|Human|Nigeria|2008,KM822014,NGA,,,NA,NA
KM822016|LASV056_NIG_2008|Human|Nigeria|2008,KM822016,NGA,,,NA,NA
KM822018|LASV058_NIG_2008|Human|Nigeria|2008,KM822018,NGA,,,NA,NA
KM822020|LASV063_NIG_2009|Human|Nigeria|2009,KM822020,NGA,,,NA,NA
KM822022|LASV221_NIG_2010|Human|Nigeria|2010,KM822022,NGA,,,NA,NA
KM822023|LASV224_NIG_2010|Human|Nigeria|2010,KM822023,NGA,,,NA,NA
KM822025|LASV225_NIG_2010|Human|Nigeria|2010,KM822025,NGA,,,NA,NA
KM822027|LASV229_NIG_2010|Human|Nigeria|2010,KM822027,NGA,,,NA,NA
KM822029|LASV237_NIG_2010|Human|Nigeria|2010,KM822029,NGA,,,NA,NA
KM822031|LASV239_NIG_2010|Human|Nigeria|2010,KM822031,NGA,,,NA,NA
KM822033|LASV241_NIG_2011|Human|Nigeria|2011,KM822033,NGA,,,NA,NA
KM822035|LASV242_NIG_2010|Human|Nigeria|2010,KM822035,NGA,,,NA,NA
KM822037|LASV245_NIG_2011|Human|Nigeria|2011,KM822037,NGA,,,NA,NA
KM822039|LASV246_NIG_2010|Human|Nigeria|2010,KM822039,NGA,,,NA,NA
KM822041|LASV250_NIG_2011|Human|Nigeria|2011,KM822041,NGA,,,NA,NA
KM822043|LASV251_NIG_2010|Human|Nigeria|2010,KM822043,NGA,,,NA,NA
KM822045|LASV253_NIG_2011|Human|Nigeria|2011,KM822045,NGA,,,NA,NA
KM822047|LASV254_NIG_2011|Human|Nigeria|2011,KM822047,NGA,,,NA,NA
KM822049|LASV256_NIG_2010|Human|Nigeria|2010,KM822049,NGA,,,NA,NA
KM822051|LASV263_NIG_2011|Human|Nigeria|2011,KM822051,NGA,,,NA,NA
KM822053|LASV267_NIG_2010|Human|Nigeria|2010,KM822053,NGA,,,NA,NA
KM822055|LASV271_NIG_2010|Human|Nigeria|2010,KM822055,NGA,,,NA,NA
KM822057|LASV274_NIG_2010|Human|Nigeria|2010,KM822057,NGA,,,NA,NA
KM822059|LASV711_NIG_2009|Human|Nigeria|2009,KM822059,NGA,,,NA,NA
KM822060|LASV716_NIG_2009|Human|Nigeria|2009,KM822060,NGA,,,NA,NA
KM822062|LASV719_NIG_2009|Human|Nigeria|2009,KM822062,NGA,,,NA,NA
KM822063|LASV736_NIG_2009|Human|Nigeria|2009,KM822063,NGA,,,NA,NA
KM822065|LASV737_NIG_2009|Human|Nigeria|2009,KM822065,NGA,,,NA,NA
KM822066|LASV738_NIG_2009|Human|Nigeria|2009,KM822066,NGA,,,NA,NA
KM822069|LASV966_NIG_2009|Human|Nigeria|2009,KM822069,NGA,,,NA,NA
KM822071|LASV967_NIG_2009|Human|Nigeria|2009,KM822071,NGA,,,NA,NA
KM822072|LASV969_NIG_2009|Human|Nigeria|2009,KM822072,NGA,,,NA,NA
KM822074|LASV971_NIG_2009|Human|Nigeria|2009,KM822074,NGA,,,NA,NA
KM822076|LASV975_NIG_2009|Human|Nigeria|2009,KM822076,NGA,,,NA,NA
KM822078|LASV976_NIG_2009|Human|Nigeria|2009,KM822078,NGA,,,NA,NA
KM822080|LASV977_NIG_2009|Human|Nigeria|2009,KM822080,NGA,,,NA,NA
KM822082|LASV978_NIG_2009|Human|Nigeria|2009,KM822082,NGA,,,NA,NA
KM822084|LASV979_NIG_2009|Human|Nigeria|2009,KM822084,NGA,,,NA,NA
KM822086|LASV981_NIG_2009|Human|Nigeria|2009,KM822086,NGA,,,NA,NA
KM822088|LASV982_NIG_2009|Human|Nigeria|2009,KM822088,NGA,,,NA,NA
KM822089|LASV988_NIG_2009|Human|Nigeria|2009,KM822089,NGA,,,NA,NA
KM822091|LASV989_NIG_2009|Human|Nigeria|2009,KM822091,NGA,,,NA,NA
KM822093|LASV990_NIG_2009|Human|Nigeria|2009,KM822093,NGA,,,NA,NA
KM822095|LASV991_NIG_2009|Human|Nigeria|2009,KM822095,NGA,,,NA,NA
KM822099|LASV993_NIG_2009|Human|Nigeria|2009,KM822099,NGA,,,NA,NA
KM822101|LASV1000_NIG_2009|Human|Nigeria|2009,KM822101,NGA,,,NA,NA
KM822103|LASV1008_NIG_2009|Human|Nigeria|2009,KM822103,NGA,,,NA,NA
KM822105|LASV1011_NIG_2009|Human|Nigeria|2009,KM822105,NGA,,,NA,NA
KM822107|LASV1015_NIG_2009|Human|Nigeria|2009,KM822107,NGA,,,NA,NA
KM822109|LASV1016_NIG_2009|Human|Nigeria|2009,KM822109,NGA,,,NA,NA
KM822111|LM032_SLE_2010|Mouse|Sierra_Leone|2010,KM822111,SLE,,,NA,NA
KM822113|LM222_SLE_2010|Mouse|Sierra_Leone|2010,KM822113,SLE,,,NA,NA
KM822117|LM765_SLE_2012|Mouse|Sierra_Leone|2012,KM822117,SLE,,,NA,NA
