segment_S,accession_S,country,admin1,location,latitude,longitude
PB1_NGA-Plateau_Jos_Hs_1982-01,AJ969405,NGA,Plateau,Jos,9.916667,8.890278
DQ832667|GB129|Mouse|Guinea|2003,DQ832667,GIN,Faranah,Gbetaya,9.841017,-11.04015
DQ832668|GB132|Mouse|Guinea|2003,DQ832668,GIN,Faranah,Gbetaya,9.841017,-11.04015
DQ832669|BA263|Mouse|Guinea|2003,DQ832669,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832671|BA302|Mouse|Guinea|2003,DQ832671,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832672|BA350|Mouse|Guinea|2003,DQ832672,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832674|BA356|Mouse|Guinea|2003,DQ832674,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832676|BA375|Mouse|Guinea|2003,DQ832676,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832678|BA378|Mouse|Guinea|2003,DQ832678,GIN,Faranah,Bantou,10.059767,-10.58615
DQ832682|TA416|Mouse|Guinea|2003,DQ832682,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832683|TA341|Mouse|Guinea|2003,DQ832683,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832684|TA444|Mouse|Guinea|2003,DQ832684,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832686|TA464|Mouse|Guinea|2003,DQ832686,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832689|TA817|Mouse|Guinea|2004,DQ832689,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832690|TA820|Mouse|Guinea|2004,DQ832690,GIN,Faranah,Tanganya,10.0004,-10.972783
DQ832692|DGD4|Mouse|Guinea|2005,DQ832692,GIN,Gueckedou,Denguedou,8.338811,-10.543925
DQ832694|DGD28|Mouse|Guinea|2005,DQ832694,GIN,Gueckedou,Denguedou,8.338811,-10.543925
FJ824031|Soromba|Human|MLI|2009-02-17,FJ824031,MLI,,Soromba,10.5891,-7.1558
GA391_NGA-Kaduna_Zaria_Hs_1977-11,GA391_NGA-Kaduna_Zaria_Hs_1977-11,NGA,Kaduna,Zaria,11.08477,7.68839
GU481064|Nig08-02|Human|Nigeria|2008-01-02,GU481064,NGA,Federal Capital Territory,Abuja,9.050211,7.396413
GU481074|Nig08_A37|Human|Nigeria|2008-02,GU481074,NGA,Edo,Irrua,6.738429,6.221953
GU481076|Nig08_A41|Human|Nigeria|2008-02,GU481076,NGA,Edo,Irrua,6.738429,6.221953
GU481078|Nig08_A47|Human|Nigeria|2008-02,GU481078,NGA,Edo,Uromi,6.712259,6.329005
GU573547|Soromba_R240|Mouse|Mali|2009,GU573547,MLI,,Soromba,10.5891,-7.1558
GU573551|Soromba_R245|Mouse|Mali|2009,GU573551,MLI,,Soromba,10.5891,-7.1558
KF478766|Bamba_R114|Mouse|Mali|2012-03,KF478766,MLI,,Bamba,10.3831,-7.1517
KF478767|Komina_R16|Mouse|Mali|2012-03-03,KF478767,MLI,,Komina,10.6164,-7.1583
KF478768|Ouoma-R123|Mn|NGA|2012-03,KF478768,MLI,,Ouoma,10.397222,-7.259167
KF478769|Soromba-R30|Mn|NGA|2012-03-03,KF478769,MLI,,Soromba,10.5891,-7.1558
KM406538|LM0396|Mastomys_natalensis|SierraLeone|2009-07-22,KM406538,SLE,Kenema,Ngiehun,8.18,-11.08
KM406540|LM0513|Mastomys_natalensis|SierraLeone|2009-08-01,KM406540,SLE,Kenema,Saama,8.28,-11.01
KM406543|LM0619|Mastomys_natalensis|SierraLeone|2009-08-08,KM406543,SLE,Bo,Barlie,8.02,-11.58
KM406554|LM0729|Mastomys_natalensis|SierraLeone|2009-08-15,KM406554,SLE,Kenema,Yawei,7.82,-10.95
KM821773|G502_SLE_2009|Human|Sierra_Leone|2009-04-29,KM821773,SLE,Kenema,Kenema,7.862212,-11.196247
KM821775|G503_SLE_2009|Human|Sierra_Leone|2009-04-30,KM821775,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821777|G610_SLE_2009|Human|Sierra_Leone|2009-08-28,KM821777,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821779|G636_SLE_2009|Human|Sierra_Leone|2009-10-09,KM821779,SLE,Kenema,Kono Gorama,8.38727,-11.0879
KM821787|G733_SLE_2010|Human|Sierra_Leone|2010-01-17,KM821787,SLE,Kenema,Panguma,8.184479,-11.134313
KM821790|G806_SLE_2010|Human|Sierra_Leone|2010-02-26,KM821790,SLE,Kenema,Panguma,8.184479,-11.134313
KM821792|G808_SLE_2010|Human|Sierra_Leone|2010-02-27,KM821792,SLE,Kenema,Panguma,8.184479,-11.134313
KM821800|G1442_SLE_2011|Human|Sierra_Leone|2011-01-20,KM821800,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821802|G1529_SLE_2011|Human|Sierra_Leone|2011-03-02,KM821802,SLE,Bo,Gondama,7.86688,-11.70931
KM821804|G1618_SLE_2011|Human|Sierra_Leone|2011-03-26,KM821804,SLE,Kailahun,Segbwema,7.997399,-10.950236
KM821808|G1647_SLE_2011|Human|Sierra_Leone|2011-04-15,KM821808,SLE,Kenema,Kenema,7.862212,-11.196247
KM821812|G1774_SLE_2011|Human|Sierra_Leone|2011-06-11,KM821812,SLE,Kenema,Largo,8.05,-11.11
KM821814|G1792_SLE_2011|Human|Sierra_Leone|2011-06-17,KM821814,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821815|G1897_SLE_2011|Human|Sierra_Leone|2011-07-27,KM821815,SLE,Kenema,Segbwema,7.997399,-10.950236
KM821816|G1932_SLE_2011|Human|Sierra_Leone|2011-08-24,KM821816,SLE,Bo,Gondama,7.86688,-11.70931
KM821818|G1959_SLE_2011|Human|Sierra_Leone|2011-09-09,KM821818,SLE,Kenema,Kenema,7.862212,-11.196247
KM821824|G2147_SLE_2011|Human|Sierra_Leone|2011-11-16,KM821824,SLE,Kenema,Tongo Tongola old town,8.21154,-11.05124
KM821826|G2165_SLE_2011|Human|Sierra_Leone|2011-11-18,KM821826,SLE,Kenema,Panguma,8.184479,-11.134313
KM821828|G2184_SLE_2011|Human|Sierra_Leone|2011-11-26,KM821828,SLE,Bo,Gondama,7.86688,-11.70931
KM821830|G2197_SLE_2011|Human|Sierra_Leone|2011-12-04,KM821830,SLE,Kenema,Panguma,8.184479,-11.134313
KM821832|G2222_SLE_2011|Human|Sierra_Leone|2011-12-19,KM821832,SLE,Kenema,Largo,8.05,-11.11
KM821833|G2230_SLE_2012|Human|Sierra_Leone|2011-12-29,KM821833,SLE,Bo,Gondama,7.86688,-11.70931
KM821835|G2259_SLE_2012|Human|Sierra_Leone|2012-01-16,KM821835,SLE,Bo,Gondama,7.86688,-11.70931
KM821839|G2280_SLE_2012|Human|Sierra_Leone|2012-01-23,KM821839,SLE,Kenema,Pegama,8.116599,-11.174797
KM821843|G2315_SLE_2012|Human|Sierra_Leone|2012-02-10,KM821843,SLE,Kenema,Panguma,8.184479,-11.134313
KM821845|G2318_SLE_2012|Human|Sierra_Leone|2012-02-12,KM821845,SLE,Kenema,Ngiehun,8.18,-11.08
KM821847|G2363_SLE_2012|Human|Sierra_Leone|2012-02-27,KM821847,SLE,Bo,Gondama,7.86688,-11.70931
KM821848|G2384_SLE_2012|Human|Sierra_Leone|2012-03-09,KM821848,SLE,Kailahun,Segbwema,7.997399,-10.950236
KM821852|G2405_SLE_2012|Human|Sierra_Leone|2012-03-27,KM821852,SLE,Kenema,Kenema,7.862212,-11.196247
KM821854|G2427_SLE_2012|Human|Sierra_Leone|2012-03-31,KM821854,SLE,Kenema,Nekabu,7.925974,-11.054267
KM821856|G2431_SLE_2012|Human|Sierra_Leone|2012-04-02,KM821856,SLE,Bo,Gondama,7.86688,-11.70931
KM821857|G2511_SLE_2012|Human|Sierra_Leone|2012-05-18,KM821857,SLE,Kenema,Kamboma,8.356385,-11.433121
KM821859|G2554_SLE_2012|Human|Sierra_Leone|2012-06-24,KM821859,SLE,Kenema,Kenema,7.862212,-11.196247
KM821861|G2557_SLE_2012|Human|Sierra_Leone|2012-06-26,KM821861,SLE,Bo,Taninahun Malin,7.891162,-12.086255
KM821867|G2612_SLE_2012|Human|Sierra_Leone|2012-07-23,KM821867,SLE,Kenema,Kenema,7.862212,-11.196247
KM821869|G2615_SLE_2012|Human|Sierra_Leone|2012-07-24,KM821869,SLE,Bo,Gondama,7.86688,-11.70931
KM821871|G2723_SLE_2012|Human|Sierra_Leone|2012-08-21,KM821871,SLE,Bo,Gondama,7.86688,-11.70931
KM821874|G2868_SLE_2012|Human|Sierra_Leone|2012-10-08,KM821874,SLE,Kenema,Kpetema-Brewaya,8.355083,-11.324278
KM821876|G2903_SLE_2012|Human|Sierra_Leone|2012-10-30,KM821876,SLE,Bo,Gondama,7.86688,-11.70931
KM821877|G2906_SLE_2012|Human|Sierra_Leone|2012-11-03,KM821877,SLE,Kenema,Kenema,7.862212,-11.196247
KM821878|G2934_SLE_2012|Human|Sierra_Leone|2012-11-27,KM821878,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821882|G3010_SLE_2013|Human|Sierra_Leone|2013-02-05,KM821882,SLE,Kenema,Nyadeyama,8.3188107,-11.3151104
KM821884|G3016_SLE_2013|Human|Sierra_Leone|2013-02-14,KM821884,SLE,Kenema,Panguma,8.184479,-11.134313
KM821885|G3034_SLE_2013|Human|Sierra_Leone|2013-02-27,KM821885,SLE,Bo,Bo,7.954896,-11.740823
KM821886|G3076_SLE_2013|Human|Sierra_Leone|2013-04-15,KM821886,SLE,Kenema,Panguma,8.184479,-11.134313
KM821887|G3101_SLE_2013|Human|Sierra_Leone|2013-05-11,KM821887,SLE,Kenema,Gbado,8.007853,-11.278946
KM821890|G3110_SLE_2013|Human|Sierra_Leone|2013,KM821890,SLE,Bombali,Makeni,8.87184,-12.038183
KM821892|G3148_SLE_2013|Human|Sierra_Leone|2013-06-01,KM821892,SLE,Kenema,Panguma,8.184479,-11.134313
KM821894|G3151_SLE_2013|Human|Sierra_Leone|2013-06-05,KM821894,SLE,Kenema,Kebawana,7.65,-11.133333
KM821899|G3206_SLE_2013|Human|Sierra_Leone|2013-07-01,KM821899,SLE,Kenema,Panguma,8.184479,-11.134313
KM821902|G3229_SLE_2013|Human|Sierra_Leone|2013-07-13,KM821902,SLE,Kenema,Kenema,7.862212,-11.196247
KM821904|G3234_SLE_2013|Human|Sierra_Leone|2013-07-15,KM821904,SLE,Bo,Upper Saama,7.666711,-11.859363
KM821909|G3278_SLE_2013|Human|Sierra_Leone|2013-08-02,KM821909,SLE,Bo,Torpkoi Town,7.9538763,-11.7132483
KM821910|G3283_SLE_2013|Human|Sierra_Leone|2013-08-05,KM821910,SLE,Kenema,Kenema,7.862212,-11.196247
pinneo_NGA-Borno_Lassa_LS_1969,KM822128,NGA,Borno,Lassa,10.686987,13.272643
KP339054|170|Mastomys natalensis|Guinea|2003-5-23,KP339054,GIN,Faranah,Gbetaya,9.841017,-11.04015
KP339083|813|Mastomys natalensis|Guinea|2004-2-1,KP339083,GIN,Faranah,Tanganya,10.0004,-10.972783
KP339089|936|Mastomys natalensis|Guinea|2004-5-22,KP339089,GIN,Faranah,Bantou,10.059767,-10.58615
KP339103|1198|Mastomys natalensis|Guinea|2004-10-4,KP339103,GIN,Faranah,Bantou,10.059767,-10.58615
KP339121|1755|Mastomys natalensis|Guinea|2011-10-19,KP339121,GIN,Faranah,Bantou,10.059767,-10.58615
KP339122|1770|Mastomys natalensis|Guinea|2011-10-19,KP339122,GIN,Faranah,Bantou,10.059767,-10.58615
KP339126|1840|Mastomys natalensis|Guinea|2011-10-21,KP339126,GIN,Faranah,Bantou,10.059767,-10.58615
KP339127|1858|Mastomys natalensis|Guinea|2011-10-23,KP339127,GIN,Faranah,Tanganya,10.0004,-10.972783
KP339132|1925|Mastomys natalensis|Guinea|2011-10-25,KP339132,GIN,Faranah,Tanganya,10.0004,-10.972783
KP640562|Eguare-Egoro 88|Mastomys natalensis|Nigeria|2011-3-22,KP640562,NGA,Edo,Eguare-Egoro,6.775093,6.077512
KP640563|Eguare-Egoro_97|Mouse|Nigeria|2011-03-22,KP640563,NGA,Edo,Eguare-Egoro,6.775093,6.077512
KP640564|Eguare-Egoro 106|Mastomys natalensis|Nigeria|2011-3-23,KP640564,NGA,Edo,Eguare-Egoro,6.775093,6.077512
KP640566|Eguare-Egoro 240|Mastomys natalensis|Nigeria|2011-10-17,KP640566,NGA,Edo,Eguare-Egoro,6.775093,6.077512
KP640569|Ekpoma 508|Mastomys natalensis|Nigeria|2012-10-18,KP640569,NGA,Edo,Ekpoma,6.75,6.133333
KP640570|Ekpoma 512|Mastomys natalensis|Nigeria|2012-10-18,KP640570,NGA,Edo,Ekpoma,6.75,6.133333
KP640571|Ekpoma 518|Mastomys natalensis|Nigeria|2012-10-18,KP640571,NGA,Edo,Ekpoma,6.75,6.133333
KP640572|Ekpoma 521|Mastomys natalensis|Nigeria|2012-10-18,KP640572,NGA,Edo,Ekpoma,6.75,6.133333
KP640574|Ekpoma 549|Mastomys natalensis|Nigeria|2012-10-18,KP640574,NGA,Edo,Ekpoma,6.75,6.133333
KP640576|Ekpoma 601|Mastomys natalensis|Nigeria|2012-10-21,KP640576,NGA,Edo,Ekpoma,6.75,6.133333
KT833175|Sok07|GIN|Guinea|2013-11-8,KT833175,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833176|Sok10|GIN|Guinea|2013-11-8,KT833176,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833177|Sok18|GIN|Guinea|2013-11-9,KT833177,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833178|Sok21|GIN|Guinea|2013-11-9,KT833178,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833180|Sok32|GIN|Guinea|2013-11-10,KT833180,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833182|Dam03|GIN|Guinea|2013-11-15,KT833182,GIN,Faranah,Damania,9.806833,-10.863267
KT833183|Dam05|GIN|Guinea|2013-11-15,KT833183,GIN,Faranah,Damania,9.806833,-10.863267
KT833184|Dam15|GIN|Guinea|2013-11-15,KT833184,GIN,Faranah,Damania,9.806833,-10.863267
KT833186|Dam38|GIN|Guinea|2013-11-16,KT833186,GIN,Faranah,Damania,9.806833,-10.863267
KT833187|Dam49|GIN|Guinea|2013-11-17,KT833187,GIN,Faranah,Damania,9.806833,-10.863267
KT833188|Yar14|GIN|Guinea|2013-11-20,KT833188,GIN,Faranah,Yarawalia,9.95445,-10.7318833
KT833189|Yar20|GIN|Guinea|2013-11-20,KT833189,GIN,Faranah,Yarawalia,9.95445,-10.7318833
KT833190|Yar24|GIN|Guinea|2013-11-21,KT833190,GIN,Faranah,Yarawalia,9.95445,-10.7318833
KT833191|Yar36|GIN|Guinea|2013-11-21,KT833191,GIN,Faranah,Yarawalia,9.95445,-10.7318833
KT833192|Yar46|GIN|Guinea|2013-11-21,KT833192,GIN,Faranah,Yarawalia,9.95445,-10.7318833
KT833193|Kho10|GIN|Guinea|2013-11-24,KT833193,GIN,Faranah,Khoria,9.9422667,-10.8930333
KT833194|Kho29|GIN|Guinea|2013-11-26,KT833194,GIN,Faranah,Khoria,9.9422667,-10.8930333
KT833196|Dal02|GIN|Guinea|2013-11-28,KT833196,GIN,Faranah,Dalafilani,10.1431667,-10.60505
KT833197|Dal04|GIN|Guinea|2013-11-28,KT833197,GIN,Faranah,Dalafilani,10.1431667,-10.60505
KT833198|Dal11|GIN|Guinea|2013-11-28,KT833198,GIN,Faranah,Dalafilani,10.1431667,-10.60505
KT833200|Dal25|GIN|Guinea|2013-11-29,KT833200,GIN,Faranah,Dalafilani,10.1431667,-10.60505
KT833203|Saf01|GIN|Guinea|2013-12-3,KT833203,GIN,Faranah,Safrani,10.0578167,-10.7383667
KT833204|Sil03|GIN|Guinea|2013-12-6,KT833204,GIN,Faranah,Silimi,9.9768167,-0.81955
KT833205|Bri08|GIN|Guinea|2013-12-14,KT833205,GIN,Faranah,Brissa,10.2168333,-10.6887667
KT833206|Bri39|GIN|Guinea|2013-12-16,KT833206,GIN,Faranah,Brissa,10.2168333,-10.6887667
KT833207|Dam71|GIN|Guinea|2014-3-26,KT833207,GIN,Faranah,Damania,9.806833,-10.863267
KT833209|Dam90|GIN|Guinea|2014-3-27,KT833209,GIN,Faranah,Damania,9.806833,-10.863267
KT833211|Sok40|GIN|Guinea|2014-4-3,KT833211,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833213|Sok51|GIN|Guinea|2014-4-3,KT833213,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833214|Sok61|GIN|Guinea|2014-4-4,KT833214,GIN,Faranah,Sokourala,10.0567833,-10.6658333
KT833219|Son85|GIN|Guinea|2014-4-8,KT833219,GIN,Faranah,Sonkonia,9.912717,-10.798133
KT833220|Son109|GIN|Guinea|2014-4-9,KT833220,GIN,Faranah,Sonkonia,9.912717,-10.798133
KT833221|Yar51|GIN|Guinea|2014-4-13,KT833221,GIN,Faranah,Yarawalia,9.95445,-10.7318833
KT992416|Mad39|Mouse|Guinea|2014-05-08,KT992416,GIN,Kindia,MadinaOula,9.87,-12.43
KT992417|Mad41|Mouse|Guinea|2014-05-08,KT992417,GIN,Kindia,MadinaOula,9.87,-12.43
KT992419|Mad63|Mouse|Guinea|2014-05-09,KT992419,GIN,Kindia,MadinaOula,9.87,-12.43
KT992420|Mad69|Mouse|Guinea|2014-05-09,KT992420,GIN,Kindia,MadinaOula,9.87,-12.43
KT992421|Mad83|Mouse|Guinea|2014-05-10,KT992421,GIN,Kindia,MadinaOula,9.87,-12.43
ONM-299_NGA-Benue_COORDINATES_Me_2011-10-23,KT992422,NGA,Benue,COORDINATES,7.6333,8.4
ONM-314_NGA-Benue_COORDINATES_Me_2011-10-24,KT992423,NGA,Benue,COORDINATES,7.6333,8.4
ONM-700_NGA-Benue_COORDINATES_Me_2012-10-29,KT992424,NGA,Benue,COORDINATES,7.6333,8.4
Kak-428_NGA-Osun_COORDINATES_Hp_2012-03-15,KT992425,NGA,Osun,COORDINATES,7.6833,4.6167
OSPMH86_NGA-Osun_COORDINATES_Hp_2008-10,KT992436,NGA,Osun,COORDINATES,7.6833,4.6167
OSPMH89_NGA-Osun_COORDINATES_Hp_2008-10,KT992437,NGA,Osun,COORDINATES,7.6833,4.6167
OSPMH123_NGA-Osun_COORDINATES_Hp_2009-03,KT992438,NGA,Osun,COORDINATES,7.6833,4.6167
OSPMH124_NGA-Osun_COORDINATES_Hp_2009-03,KT992439,NGA,Osun,COORDINATES,7.6833,4.6167
LASV|NGA|2019|IRR_0001|2019-01-15,LASV|NGA|2019|IRR_0001|2019-01-15,NGA,Edo,Jattu,7.083333,6.283333
LASV|NGA|2019|IRR_0002|2019-01-16,LASV|NGA|2019|IRR_0002|2019-01-16,NGA,Edo,Okpella,7.272099,6.346321
LASV|NGA|2019|IRR_0003|2019-01-15,LASV|NGA|2019|IRR_0003|2019-01-15,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0004|2019-01-17,LASV|NGA|2019|IRR_0004|2019-01-17,NGA,Ondo,Ifon,6.926767,5.773787
LASV|NGA|2019|IRR_0005|2019-01-18,LASV|NGA|2019|IRR_0005|2019-01-18,NGA,Edo,Auchi,7.066667,6.266667
LASV|NGA|2019|IRR_0006|2019-01-20,LASV|NGA|2019|IRR_0006|2019-01-20,NGA,Edo,Iruekpen,6.754196,6.054167
LASV|NGA|2019|IRR_0008|2019-01-20,LASV|NGA|2019|IRR_0008|2019-01-20,NGA,Edo,Jattu,7.083333,6.283333
LASV|NGA|2019|IRR_0011|2019-01-22,LASV|NGA|2019|IRR_0011|2019-01-22,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0013|2019-01-18,LASV|NGA|2019|IRR_0013|2019-01-18,NGA,Edo,Uromi,6.712259,6.329005
LASV|NGA|2019|IRR_0017|2018-12-31,LASV|NGA|2019|IRR_0017|2018-12-31,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0019|2019-01-08,LASV|NGA|2019|IRR_0019|2019-01-08,NGA,Edo,Uromi,6.712259,6.329005
LASV|NGA|2019|IRR_0020|2019-01-09,LASV|NGA|2019|IRR_0020|2019-01-09,NGA,Ondo,Akoko,7.457113,5.799837
LASV|NGA|2019|IRR_0021|2019-01-18,LASV|NGA|2019|IRR_0021|2019-01-18,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0022|2019-01-25,LASV|NGA|2019|IRR_0022|2019-01-25,NGA,Edo,Ekpoma,6.75,6.133333
LASV|NGA|2019|IRR_0023|2019-01-26,LASV|NGA|2019|IRR_0023|2019-01-26,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0024|2019-01-27,LASV|NGA|2019|IRR_0024|2019-01-27,NGA,Edo,Benin,6.333333,5.622222
LASV|NGA|2019|IRR_0025|2019-02-02,LASV|NGA|2019|IRR_0025|2019-02-02,NGA,Edo,Irrua,6.738429,6.221953
LASV|NGA|2019|IRR_0026|2019-02-02,LASV|NGA|2019|IRR_0026|2019-02-02,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0028|2019-01-25,LASV|NGA|2019|IRR_0028|2019-01-25,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0029|2019-01-18,LASV|NGA|2019|IRR_0029|2019-01-18,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0031|2019-01-08,LASV|NGA|2019|IRR_0031|2019-01-08,NGA,Edo,Jattu,7.083333,6.283333
LASV|NGA|2019|IRR_0032|2019-01-27,LASV|NGA|2019|IRR_0032|2019-01-27,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0039|2019-01-17,LASV|NGA|2019|IRR_0039|2019-01-17,NGA,Ondo,Isuada,7.229293,5.580561
LASV|NGA|2019|IRR_0041|2019-01-24,LASV|NGA|2019|IRR_0041|2019-01-24,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0048|2019-01-08,LASV|NGA|2019|IRR_0048|2019-01-08,NGA,Edo,Auchi,7.066667,6.266667
LASV|NGA|2019|IRR_0049|2019-01-04,LASV|NGA|2019|IRR_0049|2019-01-04,NGA,Edo,Jattu,7.083333,6.283333
LASV|NGA|2019|IRR_0050|2019-01-16,LASV|NGA|2019|IRR_0050|2019-01-16,NGA,Edo,Jattu,7.083333,6.283333
LASV|NGA|2019|IRR_0051|2019-02-02,LASV|NGA|2019|IRR_0051|2019-02-02,NGA,Edo,Auchi,7.066667,6.266667
LASV|NGA|2019|IRR_0053|2019-01-23,LASV|NGA|2019|IRR_0053|2019-01-23,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0054|2019-01-12,LASV|NGA|2019|IRR_0054|2019-01-12,NGA,Ondo,Ayede Ogbese,7.202272,5.381605
LASV|NGA|2019|IRR_0056|2019-01-07,LASV|NGA|2019|IRR_0056|2019-01-07,NGA,Ondo,Oka-Akoko,7.456942,5.800781
LASV|NGA|2019|IRR_0057|2019-01-29,LASV|NGA|2019|IRR_0057|2019-01-29,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0059|2019-02-17,LASV|NGA|2019|IRR_0059|2019-02-17,NGA,Edo,Irrua,6.738429,6.221953
LASV|NGA|2019|IRR_0060|2019-02-06,LASV|NGA|2019|IRR_0060|2019-02-06,NGA,Edo,Auchi,7.066667,6.266667
LASV|NGA|2019|IRR_0062|2019-02-12,LASV|NGA|2019|IRR_0062|2019-02-12,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0063|2018-12-31,LASV|NGA|2019|IRR_0063|2018-12-31,NGA,Ondo,Owo,7.19744,5.58653
LASV|NGA|2019|IRR_0064|2019-01-03,LASV|NGA|2019|IRR_0064|2019-01-03,NGA,Edo,Ubiaja,6.659722,6.382222
LASV|NGA|2019|IRR_0065|2019-01-02,LASV|NGA|2019|IRR_0065|2019-01-02,NGA,Ondo,Okeluse,6.784077,5.589279
LASV|NGA|2019|IRR_0066|2019-01-14,LASV|NGA|2019|IRR_0066|2019-01-14,NGA,Edo,Sobe,6.850844,5.777564
LASV|NGA|2019|IRR_0067|2019-02-08,LASV|NGA|2019|IRR_0067|2019-02-08,NGA,Edo,Auchi,7.066667,6.266667
LASV|NGA|2019|IRR_0068|2019-01-08,LASV|NGA|2019|IRR_0068|2019-01-08,NGA,Edo,Sobe,6.850844,5.777564
LASV|NGA|2019|IRR_0070|2019-02-08,LASV|NGA|2019|IRR_0070|2019-02-08,NGA,Benue,Gboko,7.336619,9.002272
LASV|NGA|2019|IRR_0071|2019-01-07,LASV|NGA|2019|IRR_0071|2019-01-07,NGA,Edo,Ekpoma,6.75,6.133333
